Date,Open,High,Low,Close,Adj Close,Volume
2000-02-24,10.484375,10.937500,10.234375,42.500000,5.336186,340800
2000-03-02,10.609375,10.718750,10.000000,40.187500,5.045835,387600
2000-03-09,10.062500,10.562500,9.750000,42.250000,5.304796,298800
2000-03-16,10.593750,11.421875,10.593750,45.625000,5.728552,266400
2000-03-23,11.375000,11.984375,11.375000,46.500000,5.838417,268400
2000-03-30,11.656250,12.453125,11.656250,49.625000,6.230781,335200
2000-04-06,12.375000,13.046875,11.781250,51.750000,6.497591,319600
2000-04-13,12.875000,13.000000,11.796875,48.625000,6.105224,410800
2000-04-20,12.187500,12.625000,12.187500,49.187500,6.244314,90400
2000-04-27,12.234375,12.234375,11.640625,47.250000,5.998353,161200
2000-05-04,11.828125,12.578125,11.828125,48.875000,6.204645,128400
2000-05-11,12.515625,12.812500,12.187500,50.500000,6.410934,106000
2000-05-18,12.562500,13.203125,12.562500,51.875000,6.585489,161600
2000-05-25,12.984375,13.125000,12.718750,52.437500,6.656901,75600
2000-06-01,13.109375,13.843750,13.109375,53.000000,6.728310,402400
2000-06-08,13.281250,13.687500,13.234375,53.437500,6.783849,108000
2000-06-15,13.265625,13.265625,12.640625,51.375000,6.522016,119200
2000-06-22,12.750000,13.031250,12.515625,52.125000,6.617227,138400
2000-06-29,12.968750,13.031250,12.812500,52.062500,6.609296,182000
2000-07-06,12.968750,13.531250,12.750000,53.812500,6.831455,266400
2000-07-13,13.421875,13.484375,13.328125,53.687500,6.815586,44400
2000-07-20,13.375000,13.671875,13.078125,54.562500,6.926665,219600
2000-07-27,13.609375,13.671875,13.171875,53.750000,6.902027,109200
2000-08-03,13.468750,13.953125,13.281250,55.625000,7.142798,105200
2000-08-10,13.906250,14.718750,13.765625,58.812500,7.552101,282800
2000-08-17,14.734375,15.062500,14.453125,58.250000,7.479874,480000
2000-08-24,14.609375,14.609375,14.265625,57.937500,7.439744,104800
2000-08-31,14.546875,14.968750,14.515625,59.500000,7.640386,233600
2000-09-07,14.906250,15.578125,14.625000,62.312500,8.001535,218800
2000-09-14,15.578125,16.328125,15.531250,63.000000,8.089818,481200
2000-09-21,15.812500,16.156250,15.265625,61.250000,7.865102,267600
2000-09-28,15.265625,15.390625,14.562500,60.687500,7.792870,294400
2000-10-05,15.406250,15.578125,14.312500,58.375000,7.495925,230600
2000-10-12,14.656250,14.656250,13.406250,27.625000,7.094641,179800
2000-10-19,13.906250,14.812500,13.562500,29.625000,7.608283,251400
2000-10-26,14.937500,15.843750,14.531250,31.250000,8.114540,162000
2000-11-02,15.468750,16.437500,15.468750,32.562500,8.455349,140600
2000-11-09,16.187500,16.218750,15.062500,30.562500,7.936018,114200
2000-11-16,15.187500,15.812500,15.062500,30.187500,7.838647,289200
2000-11-23,15.218750,16.312500,15.125000,30.437500,7.903562,124800
2000-11-30,15.156250,15.625000,14.625000,31.000000,8.049623,305800
2000-12-07,15.437500,16.093750,15.250000,31.312500,8.130772,1389600
2000-12-14,15.656250,15.968750,15.218750,31.437500,8.163228,537600
2000-12-21,15.718750,16.406250,15.656250,32.687500,8.487810,239000
2000-12-28,16.343750,16.968750,16.000000,33.562500,8.715015,292200
2001-01-04,16.750000,17.250000,16.406250,33.812500,8.779930,346600
2001-01-11,16.843750,17.375000,16.843750,34.062500,8.844848,263200
2001-01-18,17.000000,17.343750,16.187500,34.500000,8.958452,359400
2001-01-25,17.312500,17.562500,16.000000,32.119999,8.424533,3166400
2001-02-01,16.100000,16.975000,16.049999,33.680000,8.833694,3067000
2001-02-08,16.775000,16.790001,16.250000,32.610001,8.553052,1920600
2001-02-15,16.375000,16.375000,14.935000,30.070000,7.886857,1238600
2001-02-22,15.035000,15.680000,14.505000,30.540001,8.010127,2034400
2001-03-01,15.280000,16.125000,15.245000,31.650000,8.301262,1783800
2001-03-08,15.750000,15.865000,14.940000,30.370001,7.965540,1255400
2001-03-15,15.215000,15.455000,14.680000,29.440001,7.721614,1089200
2001-03-22,14.700000,15.475000,14.275000,30.150000,7.907837,1256000
2001-03-29,14.885000,15.210000,14.530000,29.200001,7.658669,1345400
2001-04-05,14.690000,15.300000,14.575000,29.850000,7.829149,1053800
2001-04-12,14.615000,14.700000,14.325000,29.010000,7.608835,612400
2001-04-19,14.610000,14.625000,13.790000,28.080000,7.364912,967200
2001-04-26,14.215000,14.665000,13.955000,28.400000,7.535151,831600
2001-05-03,14.225000,14.830000,14.205000,29.610001,7.856193,1001000
2001-05-10,14.880000,15.450000,14.695000,30.900000,8.198456,1318000
2001-05-17,15.450000,15.785000,15.430000,31.389999,8.328464,1383600
2001-05-24,15.720000,16.155001,15.655000,31.459999,8.347038,1367400
2001-05-31,15.655000,16.155001,15.505000,31.870001,8.455818,8812400
2001-06-07,16.070000,16.320000,15.885000,32.490002,8.620317,3228400
2001-06-14,16.170000,16.170000,15.705000,31.799999,8.437243,1722000
2001-06-21,15.990000,16.330000,15.255000,30.610001,8.121513,1635000
2001-06-28,15.405000,16.430000,15.355000,32.639999,8.660116,1029200
2001-07-05,16.230000,16.520000,15.875000,32.250000,8.556640,881800
2001-07-12,16.299999,16.660000,16.145000,33.150002,8.795432,705600
2001-07-19,16.535000,16.705000,16.250000,33.250000,8.821962,843800
2001-07-26,16.584999,16.910000,16.150000,33.619999,9.018037,1365200
2001-08-02,16.875000,17.190001,16.510000,34.110001,9.149475,781800
2001-08-09,16.995001,17.285000,16.995001,34.200001,9.173615,471000
2001-08-16,16.980000,17.155001,16.410000,33.130001,8.886605,621000
2001-08-23,16.540001,17.125000,16.020000,32.320000,8.669333,1039400
2001-08-30,16.094999,16.299999,15.885000,32.070000,8.602276,690400
2001-09-06,15.955000,16.219999,15.250000,31.459999,8.438653,380800
2001-09-13,14.870000,15.440000,14.500000,29.750000,7.979970,511600
2001-09-20,14.520000,15.125000,13.450000,29.750000,7.979970,793000
2001-09-27,14.900000,15.710000,14.630000,31.100000,8.342086,553800
2001-10-04,15.625000,15.635000,14.700000,29.809999,7.996065,462200
2001-10-11,14.980000,15.085000,14.560000,29.700001,7.966558,394600
2001-10-18,14.805000,15.145000,14.090000,29.219999,7.837810,779000
2001-10-25,14.475000,14.925000,14.285000,29.500000,8.008668,686600
2001-11-01,14.815000,15.410000,14.675000,29.809999,8.092824,624600
2001-11-08,14.995000,15.615000,14.775000,30.910000,8.391450,559400
2001-11-15,15.385000,15.595000,14.910000,29.889999,8.114544,455600
2001-11-22,14.955000,15.485000,14.930000,30.549999,8.293720,410800
2001-11-29,15.260000,15.915000,15.260000,31.690001,8.603212,425400
2001-12-06,15.780000,15.970000,15.525000,31.940001,8.671081,639800
2001-12-13,15.765000,16.480000,15.615000,32.930000,8.939842,828600
2001-12-20,16.340000,16.340000,15.875000,31.830000,8.641213,425200
2001-12-27,15.945000,16.445000,15.945000,32.389999,8.793242,482200
2002-01-03,16.235001,16.340000,15.900000,32.160000,8.730803,477600
2002-01-10,16.030001,16.055000,15.580000,31.280001,8.491901,628400
2002-01-17,15.600000,15.680000,15.440000,31.309999,8.500043,667000
2002-01-24,15.740000,15.920000,15.370000,31.110001,8.544885,755800
2002-01-31,15.495000,15.785000,14.535000,29.580000,8.124643,1066600
2002-02-07,14.820000,15.185000,14.820000,29.879999,8.207043,355400
2002-02-14,14.840000,14.965000,14.590000,29.610001,8.132884,554000
2002-02-21,14.695000,15.795000,14.580000,31.350000,8.610803,740200
2002-02-28,15.800000,16.690001,15.675000,33.080002,9.085978,1070200
2002-03-07,16.600000,16.735001,16.209999,32.750000,8.995337,900600
2002-03-14,16.424999,16.805000,16.350000,33.400002,9.173871,477200
2002-03-21,16.650000,16.725000,16.174999,32.910000,9.039282,358200
2002-03-28,16.475000,16.934999,16.475000,33.630001,9.237045,1772800
2002-04-04,16.740000,17.500000,16.485001,34.990002,9.610590,930200
2002-04-11,17.450001,17.695000,17.264999,35.040001,9.624324,746800
2002-04-18,17.469999,18.150000,17.270000,34.770000,9.550166,586000
2002-04-25,17.445000,17.895000,17.065001,35.790001,9.934608,720400
2002-05-02,17.834999,17.955000,17.010000,35.029999,9.723647,712000
2002-05-09,17.545000,18.020000,17.340000,35.759998,9.926282,562200
2002-05-16,17.895000,18.150000,17.709999,35.889999,9.962369,540200
2002-05-23,17.959999,18.674999,17.959999,36.750000,10.201084,761000
2002-05-30,18.350000,19.285000,18.350000,37.910000,10.523080,646600
2002-06-06,18.900000,18.934999,18.264999,36.709999,10.189982,374200
2002-06-13,18.200001,18.340000,17.735001,35.779999,9.931833,558400
2002-06-20,17.920000,18.025000,16.844999,33.750000,9.368344,789200
2002-06-27,16.985001,17.570000,16.674999,34.099998,9.465499,708400
2002-07-04,17.225000,17.785000,17.094999,34.189999,9.490478,401200
2002-07-11,16.934999,17.250000,16.350000,33.209999,9.218453,911200
2002-07-18,16.510000,16.775000,14.160000,30.940001,8.588346,902200
2002-07-25,15.325000,16.879999,14.835000,33.500000,9.410278,830600
2002-08-01,16.745001,16.980000,16.200001,33.900002,9.522641,1083200
2002-08-08,16.875000,17.530001,16.785000,34.310001,9.637812,655400
2002-08-15,17.180000,17.870001,16.840000,35.060001,9.848491,715600
2002-08-22,17.700001,17.834999,17.360001,35.500000,9.972089,655800
2002-08-29,17.645000,17.990000,17.424999,35.070000,9.851298,352400
2002-09-05,17.420000,17.680000,17.280001,35.000000,9.831637,302400
2002-09-12,17.405001,17.455000,16.719999,33.799999,9.494551,304600
2002-09-19,16.799999,16.799999,15.635000,32.279999,9.067577,564600
2002-09-26,16.299999,16.725000,15.900000,32.150002,9.031063,646200
2002-10-03,16.020000,16.020000,15.360000,31.480000,8.842853,1196600
2002-10-10,15.705000,17.645000,15.705000,35.119999,9.865346,827400
2002-10-17,17.945000,18.250000,17.410000,36.099998,10.140630,799800
2002-10-24,18.065001,18.315001,17.450001,35.730000,10.148304,601000
2002-10-31,17.885000,18.315001,17.295000,36.520000,10.372686,472200
2002-11-07,18.135000,18.230000,17.465000,35.349998,10.040376,358000
2002-11-14,17.709999,18.420000,17.670000,36.400002,10.338604,494200
2002-11-21,18.264999,18.745001,18.105000,37.380001,10.616953,453600
2002-11-28,18.834999,19.075001,18.674999,37.910000,10.767488,674400
2002-12-05,18.850000,19.215000,18.500000,38.090000,10.818614,764000
2002-12-12,19.014999,19.225000,18.355000,37.040001,10.520382,702800
2002-12-19,18.490000,18.705000,18.200001,37.250000,10.580027,501000
2002-12-26,18.629999,18.645000,18.174999,36.740002,10.435178,344800
2003-01-02,18.254999,19.150000,18.225000,37.029999,10.517545,901000
2003-01-09,18.650000,19.000000,18.340000,37.849998,10.750443,1351800
2003-01-16,18.905001,19.190001,18.469999,37.599998,10.679439,628400
2003-01-23,18.844999,18.920000,18.010000,36.450001,10.352809,626800
2003-01-30,18.174999,18.320000,17.820000,35.740002,10.260301,656600
2003-02-06,17.920000,17.990000,17.424999,35.759998,10.266039,477000
2003-02-13,17.930000,19.075001,17.924999,37.939999,10.891878,815000
2003-02-20,19.000000,19.415001,19.000000,38.750000,11.124413,2143000
2003-02-27,19.379999,19.875000,19.135000,38.419998,11.029676,1244000
2003-03-06,19.155001,19.280001,18.639999,37.590000,10.791400,1007600
2003-03-13,18.865000,19.684999,18.790001,39.290001,11.279439,1309600
2003-03-20,19.645000,19.870001,19.360001,39.389999,11.308146,1105600
2003-03-27,19.709999,20.000000,19.344999,39.320000,11.288050,758400
2003-04-03,19.629999,19.959999,19.485001,39.720001,11.402884,985000
2003-04-10,19.885000,20.365000,19.865000,40.320000,11.575135,956400
2003-04-17,20.155001,20.620001,20.155001,41.009998,11.773220,526600
2003-04-24,20.360001,20.879999,20.170000,41.750000,12.113611,1166800
2003-05-01,20.924999,21.445000,20.905001,42.360001,12.290602,1042200
2003-05-08,21.160000,21.820000,21.129999,43.599998,12.650380,923400
2003-05-15,21.790001,22.700001,21.665001,45.400002,13.172648,1283400
2003-05-22,22.465000,22.469999,21.879999,43.980000,12.760633,1387800
2003-05-29,22.000000,22.400000,20.950001,42.919998,12.453081,2306200
2003-06-05,21.465000,22.014999,21.230000,43.910000,12.740331,1082200
2003-06-12,21.885000,22.450001,21.844999,44.500000,12.911510,1004800
2003-06-19,22.000000,22.139999,21.174999,42.720001,12.395055,876800
2003-06-26,21.299999,21.465000,21.000000,42.709999,12.392153,686400
2003-07-03,21.379999,21.695000,21.075001,42.549999,12.345730,490200
2003-07-10,21.040001,21.750000,20.924999,42.500000,12.331221,676400
2003-07-17,21.075001,21.315001,20.695000,42.349998,12.287700,633200
2003-07-24,21.205000,21.565001,20.930000,41.980000,12.306035,421000
2003-07-31,20.995001,21.059999,20.389999,41.020000,12.024623,904800
2003-08-07,20.570000,22.205000,20.570000,44.189999,12.953876,648600
2003-08-14,21.900000,22.250000,21.535000,43.119999,12.640216,523600
2003-08-21,21.549999,21.725000,21.025000,42.970001,12.596247,710000
2003-08-28,21.500000,21.965000,21.325001,43.570000,12.772128,495600
2003-09-04,21.930000,22.059999,21.620001,43.970001,12.889383,513800
2003-09-11,21.885000,22.070000,21.799999,43.939999,12.880589,425800
2003-09-18,21.965000,22.275000,21.865000,44.090000,12.924562,683400
2003-09-25,22.080000,22.370001,21.764999,44.700001,13.103374,388400
2003-10-02,22.290001,23.070000,22.230000,45.849998,13.440488,516200
2003-10-09,22.930000,24.340000,22.875000,48.340000,14.170407,698000
2003-10-16,24.165001,24.875000,23.930000,49.750000,14.583739,728600
2003-10-23,24.600000,24.795000,24.275000,49.099998,14.393195,565600
2003-10-30,24.629999,24.770000,23.875000,48.919998,14.474264,786600
2003-11-06,24.445000,24.830000,24.285000,48.939999,14.480182,529800
2003-11-13,24.450001,24.889999,23.950001,49.570000,14.666577,606000
2003-11-20,24.805000,25.025000,23.905001,48.139999,14.243484,782600
2003-11-27,24.100000,24.100000,23.424999,47.360001,14.012705,698800
2003-12-04,23.750000,24.125000,23.410000,47.160000,13.953525,563600
2003-12-11,23.190001,23.500000,22.680000,46.119999,13.645803,1125200
2003-12-18,22.934999,23.475000,22.875000,46.810001,13.849964,471400
2003-12-25,23.400000,24.080000,23.200001,47.680000,14.107380,458200
2004-01-01,24.014999,24.459999,24.000000,48.090000,14.228684,628200
2004-01-08,24.065001,24.434999,23.825001,47.840000,14.154714,871800
2004-01-15,23.930000,24.575001,23.750000,48.549999,14.364787,562000
2004-01-22,24.129999,24.375000,23.799999,47.599998,14.083711,750200
2004-01-29,23.745001,23.959999,23.555000,47.240002,14.110892,482600
2004-02-05,23.725000,24.424999,23.635000,48.490002,14.484269,476400
2004-02-12,24.270000,24.605000,24.055000,48.330002,14.436476,471800
2004-02-19,24.125000,24.719999,23.674999,48.360001,14.445443,1024200
2004-02-26,24.180000,24.434999,22.725000,45.849998,13.695683,1424200
2004-03-04,23.000000,23.750000,22.950001,47.160000,14.086995,1020400
2004-03-11,23.469999,23.670000,23.100000,47.020000,14.045168,601200
2004-03-18,23.500000,23.705000,23.120001,46.529999,13.898807,606400
2004-03-25,23.290001,24.065001,23.290001,47.700001,14.248299,727400
2004-04-01,23.855000,24.650000,23.760000,49.220001,14.702325,919000
2004-04-08,24.365000,24.459999,23.360001,47.130001,14.078032,628600
2004-04-15,23.530001,23.780001,22.924999,45.970001,13.731529,509600
2004-04-22,22.969999,23.209999,22.285000,44.830002,13.539383,563800
2004-04-29,22.415001,22.500000,22.075001,44.400002,13.409520,400600
2004-05-06,22.100000,22.174999,21.150000,42.720001,12.902127,685400
2004-05-13,21.299999,21.920000,20.815001,43.349998,13.092397,573600
2004-05-20,21.815001,22.424999,21.674999,44.119999,13.324946,498200
2004-05-27,22.219999,22.254999,21.325001,43.540001,13.149784,554600
2004-06-03,21.780001,22.100000,21.545000,43.099998,13.016894,534000
2004-06-10,21.575001,21.750000,21.260000,42.590000,12.862867,303400
2004-06-17,21.290001,22.049999,21.215000,44.029999,13.297772,576800
2004-06-24,22.150000,22.245001,21.809999,44.330002,13.388377,843200
2004-07-01,22.100000,22.565001,21.889999,44.840000,13.542400,381000
2004-07-08,22.430000,23.030001,22.215000,46.029999,13.901805,541600
2004-07-15,22.950001,23.315001,22.655001,46.240002,13.965222,648000
2004-07-22,22.990000,23.264999,22.530001,45.700001,13.802131,522600
2004-07-29,23.000000,23.645000,22.990000,47.139999,14.398964,575400
2004-08-05,23.520000,23.520000,22.875000,45.770000,13.980493,465800
2004-08-12,22.910000,23.490000,22.660000,46.520000,14.209585,728200
2004-08-19,23.260000,24.375000,23.125000,48.650002,14.860199,619800
2004-08-26,24.170000,24.219999,22.375000,45.619999,13.934685,1151200
2004-09-02,22.905001,23.215000,22.665001,46.330002,14.151545,403600
2004-09-09,23.165001,23.350000,22.924999,46.189999,14.108786,353400
2004-09-16,23.135000,23.340000,22.825001,46.410000,14.175989,508400
2004-09-23,23.264999,23.580000,23.235001,47.139999,14.398964,454200
2004-09-30,23.485001,23.875000,23.475000,47.700001,14.570023,528200
2004-10-07,23.934999,24.555000,23.785000,49.099998,14.997651,539800
2004-10-14,24.510000,25.350000,24.510000,50.470001,15.416118,813600
2004-10-21,25.305000,25.525000,24.825001,50.939999,15.559683,960800
2004-10-28,25.559999,26.510000,25.549999,52.869999,16.317251,647400
2004-11-04,26.340000,26.950001,26.299999,53.000000,16.357376,3230000
2004-11-11,26.440001,26.834999,26.375000,53.139999,16.400581,636800
2004-11-18,26.415001,26.805000,26.065001,52.310001,16.144417,681800
2004-11-25,26.395000,26.620001,25.655001,53.240002,16.431444,579000
2004-12-02,26.650000,26.889999,25.815001,52.169998,16.101213,450000
2004-12-09,25.875000,26.035000,25.230000,51.480000,15.888258,612800
2004-12-16,25.584999,26.100000,25.475000,51.400002,15.863571,533000
2004-12-23,25.750000,26.459999,25.709999,52.599998,16.233923,349200
2004-12-30,26.250000,26.785000,25.915001,51.869999,16.008623,629400
2005-01-06,25.830000,26.190001,25.355000,52.080002,16.073439,647400
2005-01-13,25.990000,26.055000,25.645000,51.700001,15.956152,1007600
2005-01-20,25.650000,26.049999,25.285000,51.139999,15.783324,507400
2005-01-27,25.350000,25.650000,25.200001,51.209999,15.974114,525400
2005-02-03,25.450001,26.230000,25.379999,52.299999,16.314117,577400
2005-02-10,26.150000,26.745001,26.150000,53.060001,16.551189,575200
2005-02-17,26.504999,27.510000,26.504999,54.299999,16.937988,719600
2005-02-24,26.785000,29.594999,26.650000,58.939999,18.385359,1572800
2005-03-03,29.424999,30.975000,29.370001,61.310001,19.124643,833200
2005-03-10,30.665001,30.750000,29.650000,60.799999,18.965553,1318600
2005-03-17,30.305000,30.620001,29.610001,59.900002,18.684816,714400
2005-03-24,30.045000,30.155001,29.575001,59.830002,18.662987,418800
2005-03-31,30.200001,30.480000,30.055000,60.759998,18.953079,505200
2005-04-07,30.305000,30.395000,29.725000,60.310001,18.812706,725200
2005-04-14,30.049999,30.264999,29.594999,60.040001,18.728485,423400
2005-04-21,29.900000,29.900000,29.145000,59.060001,18.422792,556200
2005-04-28,29.485001,30.900000,29.469999,61.560001,19.380161,464400
2005-05-05,30.775000,31.150000,30.440001,61.060001,19.222746,411600
2005-05-12,30.525000,30.629999,29.250000,59.540001,18.744228,513200
2005-05-19,29.715000,30.600000,29.715000,60.360001,19.002382,408200
2005-05-26,29.965000,30.445000,29.740000,59.570000,18.753670,578600
2005-06-02,29.674999,30.205000,29.580000,59.770000,18.816635,565200
2005-06-09,29.775000,30.250000,29.610001,59.779999,18.819782,403800
2005-06-16,29.985001,30.700001,29.879999,61.270000,19.288864,348600
2005-06-23,30.590000,31.264999,30.410000,62.299999,19.613119,303800
2005-06-30,31.110001,31.180000,30.290001,60.849998,19.156630,362600
2005-07-07,30.325001,31.620001,30.290001,62.970001,19.824049,442600
2005-07-14,31.680000,32.334999,31.290001,64.470001,20.296276,388600
2005-07-21,32.294998,32.650002,31.930000,64.160004,20.198687,437000
2005-07-28,32.185001,32.730000,31.615000,64.000000,20.339037,454000
